Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country,Is_Umpire,
351,SV Samson,11-Nov-94,Right_Hand,NULL,India,0,
352,SMSM Senanayake,9-Feb-85,Right_Hand,Right-arm offbreak,Sri Lanka,0,
353,BJ Rohrer,26-Mar-81,Left_Hand,NULL,Australia,0,
354,KL Rahul,18-Apr-92,Right_Hand,NULL,India,0,
355,Q de Kock,17-Dec-92,Left_Hand,NULL,South Africa,0,
356,R Dhawan,19-Feb-90,Right_Hand,Right-arm medium-fast,India,0,
357,MG Johnson,2-Nov-81,Left_Hand,Left-arm fast,Australia,0,
358,LJ Wright,7-Mar-85,Right_Hand,Right-arm medium-fast,England,0,
359,IC Pandey,15-Aug-89,Right_Hand,Right-arm medium,India,0,
360,CM Gautam,8-Mar-86,Right_Hand,NULL,India,0,
361,X Thalaivan Sargunam,15-May-85,Right_Hand,Right-arm offbreak,India,0,
362,DJG Sammy,20-Dec-83,Right_Hand,Right-arm medium-fast,West Indies,0,
363,KW Richardson,12-Feb-91,Right_Hand,Right-arm fast-medium,Australia,0,
364,MM Sharma,18-Sep-88,Right_Hand,Right-arm medium,India,0,
365,UA Birla,17-Nov-89,Right_Hand,Right-arm medium,India,0,
366,Parvez Rasool,13-Feb-89,Right_Hand,Right-arm offbreak,India,0,
367,Sandeep Sharma,18-May-93,Right_Hand,Right-arm medium,India,0,
368,S Kaul,19-May-90,Right_Hand,Right-arm medium,India,0,
369,Sachin Baby,18-Dec-88,Left_Hand,Right-arm offbreak,India,0,
370,PV Tambe,8-Oct-71,Right_Hand,Legbreak,India,0,
371,NM Coulter-Nile,11-Oct-87,Right_Hand,Right-arm fast,Australia,0,
372,CJ Anderson,13-Dec-90,Left_Hand,Left-arm medium-fast,New Zealand,0,
373,NJ Maddinson,21-Dec-91,Left_Hand,Slow left-arm orthodox,Australia,0,
374,AR Patel,20-Jan-94,Left_Hand,Slow left-arm orthodox,India,0,
375,JJ Bumrah,6-Dec-93,Right_Hand,Right-arm medium,India,0,
376,JDS Neesham,17-Sep-90,Left_Hand,Right-arm medium,New Zealand,0,
377,TG Southee,11-Dec-88,Right_Hand,Right-arm medium-fast,New Zealand,0,
378,MA Starc,30-Jan-90,Left_Hand,Left-arm fast,Australia,0,
379,BR Dunk,11-Mar-87,Left_Hand,NULL,Australia,0,
380,RR Rossouw,9-Oct-89,Left_Hand,Right-arm offbreak,South Africa,0,
381,Shivam Sharma,9-Sep-93,Right_Hand,Right-arm offbreak,India,0,
382,YS Chahal,23-Jul-90,Right_Hand,Legbreak googly,India,0,
383,LMP Simmons,25-Jan-85,Right_Hand,Right-arm medium-fast,West Indies,0,
384,VH Zol,23-Nov-94,Left_Hand,Right-arm offbreak,India,0,
385,BCJ Cutting,30-Jan-87,Right_Hand,Right-arm fast-medium,Australia,0,
386,Imran Tahir,27-Mar-79,Right_Hand,Legbreak googly,India,0,
387,BE Hendricks,8-Jun-90,Left_Hand,Left-arm fast-medium,South Africa,0,
388,S Gopal,4-Sep-93,Right_Hand,Legbreak,India,0,
389,M de Lange,13-Oct-90,Right_Hand,Right-arm fast,South Africa,0,
390,R Tewatia,20-May-93,Left_Hand,Legbreak,India,0,
391,JO Holder,5-Nov-91,Right_Hand,Right-arm medium-fast,West Indies,0,
392,Karanveer Singh,8-Nov-87,Right_Hand,Legbreak googly,India,0,
393,SS Iyer,6-Dec-94,Right_Hand,Legbreak googly,India,0,
394,DJ Hooda,19-Apr-95,Right_Hand,Right-arm offbreak,India,0,
395,Anureet Singh,2-Mar-88,Right_Hand,Right-arm medium,India,0,
396,KS Williamson,8-Aug-90,Right_Hand,Right-arm offbreak,New Zealand,0,
397,SA Abbott,29-Feb-92,Right_Hand,Right-arm fast-medium,New Zealand,0,
398,J Suchith,16-Jan-94,Left_Hand,Slow left-arm orthodox,India,0,
399,RG More,2-Feb-92,Right_Hand,Right-arm medium,India,0,
400,HH Pandya,11-Oct-93,Right_Hand,Right-arm medium-fast,India,0,
401,D Wiese,18-May-85,Right_Hand,Right-arm medium-fast,South Africa,0,
402,SN Khan,27-Oct-97,Right_Hand,Legbreak,India,0,
403,MJ McClenaghan,11-Jun-86,Left_Hand,Left-arm fast-medium,New Zealand,0,
404,DJ Muthuswami,9-Mar-81,Right_Hand,Right-arm medium,India,0,
405,PJ Cummins,8-May-93,Right_Hand,Right-arm fast,Australia,0,
406,SN Thakur,16-Oct-91,Right_Hand,Right-arm medium,India,0,
407,JC Buttler,8-Sep-90,Right_Hand,NULL,England,0,
408,CR Brathwaite,18-Jul-88,Right_Hand,Right-arm fast-medium,West Indies,0,
409,MP Stoinis,16-Aug-89,Right_Hand,Right-arm medium,Australia,0,
410,Ishan Kishan,18-Jul-98,Left_Hand,NULL,India,0,
411,C Munro,11-Mar-87,Left_Hand,Right-arm medium-fast,New Zealand,0,
412,P Sahu,21-Aug-85,Right_Hand,Legbreak googly,India,0,
413,KH Pandya,24-Mar-91,Left_Hand,Slow left-arm orthodox,India,0,
414,AD Nath,10-May-93,Right_Hand,Right-arm medium-fast,India,0,
415,MJ Guptill,30-Sep-86,Right_Hand,Right-arm offbreak,New Zealand,0,
416,KJ Abbott,18-Jun-87,Right_Hand,Right-arm fast-medium,South Africa,0,
417,TM Head,29-Dec-93,Left_Hand,Right-arm offbreak,Australia,0,
418,M Ashwin,8-Sep-90,Right_Hand,Legbreak googly,India,0,
419,NS Naik,9-Nov-94,Right_Hand,NULL,India,0,
420,RR Pant,4-Oct-97,Left_Hand,NULL,India,0,
421,SW Billings,15-Jun-91,Right_Hand,NULL,England,0,
422,KC Cariappa,13-Apr-94,Right_Hand,Legbreak,India,0,
423,PSP Handscomb,26-Apr-91,Right_Hand,NULL,Australia,0,
424,Swapnil Singh,22-Jan-91,Right_Hand,Slow left-arm orthodox,India,0,
425,J Yadav,22-Jan-90,Right_Hand,Right-arm offbreak,India,0,
426,UT Khawaja,18-Dec-86,Left_Hand,Right-arm medium,Australia,0,
427,HM Amla,31-Mar-83,Right_Hand,Right-arm offbreak,South Africa,0,
428,F Behardien,9-Oct-83,Right_Hand,Right-arm fast-medium,South Africa,0,
429,BB Sran,10-Dec-92,Left_Hand,Left-arm medium,India,0,
430,A Zampa,31-Mar-92,Right_Hand,Legbreak googly,Australia,0,
431,N Rana,27-Dec-93,Left_Hand,Right-arm offbreak,India,0,
432,S Kaushik,7-Sep-95,Right_Hand,Slow left-arm chinaman,India,0,
433,ER Dwivedi,22-Jul-88,Right_Hand,NULL,India,0,
434,CJ Jordan,4-Oct-88,Right_Hand,Right-arm fast-medium,England,0,
435,P Amarnath,1-Jun-82,Right_Hand,Right-arm medium,India,0,
436,B Geeves,13-Jun-82,Right_Hand,Right-arm fast-medium,Australia,0,
437,Gagandeep Singh,3-Oct-81,Right_Hand,Right-arm medium-fast,India,0,
438,A Nel,15-Jul-77,Right_Hand,Right-arm fast-medium,South Africa,0,
439,AM Salvi,20-Oct-81,Right_Hand,Right-arm medium,India,0,
440,RR Bose,27-Feb-79,Right_Hand,Right-arm fast-medium,India,0,
441,SS Sarkar,15-Dec-84,Right_Hand,Right-arm medium,India,0,
442,RA Shaikh,12-Jun-85,Left_Hand,Left-arm medium,India,0,
443,C Ganapathy,10-Jun-81,Right_Hand,Right-arm medium,India,0,
444,MB Parmar,12-Apr-88,Right_Hand,Right-arm offbreak,India,0,
445,AA Kazi,29-Sep-89,Left_Hand,Slow left-arm orthodox,India,0,
446,Anand Rajan,17-Apr-87,Right_Hand,Right-arm medium,India,0,
447,P Prasanth,22-May-85,Left_Hand,Slow left-arm orthodox,India,0,
448,SS Mundhe,27-Oct-88,Right_Hand,Right-arm medium,India,0,
449,RW Price,12-Jun-76,Right_Hand,Slow left-arm orthodox,Zimbabwea,0,
450,TP Sudhindra,24-Apr-84,Left_Hand,Right-arm fast,India,0,
451,BW Hilfenhaus,15-Mar-83,Right_Hand,Right-arm fast-medium,Australia,0,
452,S Badree,9-Mar-81,Right_Hand,Legbreak,West Indies,0,
453,P Suyal,15-Oct-89,Right_Hand,Left-arm medium,India,0,
454,MG Neser,29-Mar-90,Right_Hand,Right-arm medium,Australia,0,
455,V Shankar,26-Jan-91,Right_Hand,Right-arm medium,India,0,
456,K Santokie,20-Dec-84,Left_Hand,Left-arm medium,West Indies,0,
457,JW Hastings,4-Nov-85,Right_Hand,Right-arm fast-medium,Australia,0,
458,TA Boult,22-Jul-89,Right_Hand,Left-arm fast-medium,New Zealand,0,
459,GS Sandhu,14-Jun-93,Left_Hand,Right-arm fast-medium,Australia,0,
460,Mustafizur Rahman,6-Sep-95,Left_Hand,Left-arm fast-medium,Bangladesh,0,
461,AF Milne,13-Apr-92,Right_Hand,Right-arm fast,New Zealand,0,
462,Kuldeep Yadav,14-Dec-94,Left_Hand,Slow left-arm chinaman,India,0,
463,T Shamsi,18-Feb-90,Right_Hand,Slow left-arm chinaman,South Africa,0,
464,SM Boland,11-Apr-89,Right_Hand,Right-arm fast-medium,Australia,0,
465,DL Chahar,7-Aug-92,Right_Hand,Right-arm medium,India,0,
466,P Dharmani,27-Sep-74,Right_Hand,NULL,India,0,
467,RV Pawar,6-Sep-79,Left_Hand,Slow left-arm orthodox,India,0,
468,KH Devdhar,14-Dec-89,Right_Hand,NULL,India,0,
469,T Mishra,22-Dec-86,Right_Hand,Right-arm fast-medium,India,0,
470,Asad Rauf,NULL,NULL,NULL,Pakistan,1,1
471,MR Benson,NULL,NULL,NULL,England,1,2
472,Aleem Dar,NULL,NULL,NULL,Pakistan,1,3
473,SJ Davis,NULL,NULL,NULL,England,1,4
474,BF Bowden,NULL,NULL,NULL,New Zealand,1,5
475,IL Howell,NULL,NULL,NULL,South Africa,1,6
476,DJ Harper,NULL,NULL,NULL,Australia,1,7
477,RE Koertzen,NULL,NULL,NULL,South Africa,1,8
478,BR Doctrove,NULL,NULL,NULL,West Indies,1,9
479,AV Jayaprakash,NULL,NULL,NULL,India,1,10
480,BG Jerling,NULL,NULL,NULL,South Africa,1,11
481,M Erasmus,NULL,NULL,NULL,South Africa,1,12
482,HDPK Dharmasena,NULL,NULL,NULL,Sri Lanka,1,
483,S Asnani,NULL,NULL,NULL,India,1,
484,GAV Baxter,NULL,NULL,NULL,New Zealand,1,
485,SS Hazare,NULL,NULL,NULL,India,1,
486,K Hariharan,NULL,NULL,NULL,India,1,
487,SL Shastri,NULL,NULL,NULL,India,1,
488,SK Tarapore,NULL,NULL,NULL,India,1,
489,S Ravi,NULL,NULL,NULL,India,1,
490,SJA Taufel,NULL,NULL,NULL,Australia,1,
491,S Das,NULL,NULL,NULL,India,1,
492,AM Saheba,NULL,NULL,NULL,India,1,
493,PR Reiffel,NULL,NULL,NULL,Australia,1,
494,JD Cloete,NULL,NULL,NULL,South Africa,1,
495,AK Chaudhary,NULL,NULL,NULL,India,1,
496,VA Kulkarni,NULL,NULL,NULL,India,1,
497,BNJ Oxenford,NULL,NULL,NULL,Australia,1,
498,CK Nandan,NULL,NULL,NULL,India,1,
499,C Shamshuddin,NULL,NULL,NULL,India,1,
500,NJ Llong,NULL,NULL,NULL,England,1,
501,RK Illingworth,NULL,NULL,NULL,England,1,
502,RM Deshpande,NULL,NULL,NULL,India,1,
503,K Srinath,NULL,NULL,NULL,India,1,
504,SD Fry,NULL,NULL,NULL,Australia,1,
505,CB Gaffaney,NULL,NULL,NULL,New Zealand,1,
506,PG Pathak,NULL,NULL,NULL,India,1,
507,Nitin Menon,NULL,NULL,NULL,India,1,
508,K Bharatan,NULL,NULL,NULL,India,1,
509,AY Dandekar,NULL,NULL,NULL,India,1,
510,KN Ananthapadmanabhan,NULL,NULL,NULL,India,1,
511,A Nand Kishore,NULL,NULL,NULL,India,1,
512,GA Pratapkumar,NULL,NULL,NULL,India,1,
513,RB Tiffin,NULL,NULL,NULL,Zimbabwea,1,
514,I Shivram,NULL,NULL,NULL,India,1,
515,SD Ranade,NULL,NULL,NULL,India,1,
516,TH Wijewardene,NULL,NULL,NULL,Sri Lanka,1,
517,AL Hill,NULL,NULL,NULL,New Zealand,1,
518,RJ Tucker,NULL,NULL,NULL,Australia,1,
519,Subroto Das,NULL,NULL,NULL,India,1,
520,K Srinivasan,NULL,NULL,NULL,India,1,
521,VK Sharma,NULL,NULL,NULL,India,1,
523,AV Wankhade,14-Mar-92,Right_Hand,NULL,India,0,
524,B Aparajith,8-Jul-94,Right_Hand,Right-arm offbreak,India,0,
